title,authors,year,link
РАЗРАБОТКА КОМПЛЕКСНОЙ ТЕХНОЛОГИИ ТЕРМОГАЗОБАРОВОЗДЕЙСТВИЯ НА ПРИЗАБОЙНУЮ ЗОНУ ПЛАСТА НА ЗАВЕРШАЮЩЕЙ СТАДИИ РАЗРАБОТКИ НЕФТЯНЫХ МЕСТОРОЖДЕНИЙ,Гуторов А.Ю.,2009,https://elibrary.ru/item.asp?id=16202688
РАЗРАБОТКА ТЕХНОЛОГИЧЕСКИХ РЕКОМЕНДАЦИЙ ПО ОБЕСПЕЧЕНИЮ ПОЖАРОВЗРЫВОБЕЗОПАСНОСТИ ПРИ ПОДЗЕМНОЙ РАЗРАБОТКЕ МЕСТОРОЖДЕНИЙ КОЛЧЕДАННЫХ РУД,Митишова Н.А.,2021,https://elibrary.ru/item.asp?id=47498611
РАЗРАБОТКА МЕТОДОВ И СРЕДСТВ ИНТЕНСИФИКАЦИИ ЦИКЛИЧНО-ПОТОЧНОЙ ТЕХНОЛОГИИ ОТКРЫТОЙ РАЗРАБОТКИ СЛОЖНО-СТРУКТУРНЫХ МЕСТОРОЖДЕНИЙ,Коломников С.С.,2005,https://elibrary.ru/item.asp?id=15833356
"ОБЗОР МЕТОДОВ СОВЕРШЕНСТВОВАНИЯ СИСТЕМЫ ДОБЫЧИ, РАЗРАБОТКИ, КОМПРИМИРОВАНИЯ И ПОДГОТОВКИ ГАЗА МЕСТОРОЖДЕНИЙ НА ЗАВЕРШАЮЩЕЙ СТАДИИ РАЗРАБОТКИ","Дарымов А.В., Черезов А.С., Суворов В.В., Прудкин С.С., Величкин А.В.",2018,https://elibrary.ru/item.asp?id=35588695
О НЕОБХОДИМОСТИ РАЗРАБОТКИ ЕДИНОЙ НОРМАТИВНОЙ ОСНОВЫ ОПРЕДЕЛЕНИЯ СТОИМОСТИ ОБЪЕКТОВ РАЗРАБОТКИ МЕСТОРОЖДЕНИЙ УВС,"Коробкин В.И., Дмитренко А.И.",2009,https://elibrary.ru/item.asp?id=13100223
РАЗРАБОТКА И ВНЕДРЕНИЕ КОРПОРАТИВНЫХ АВТОМАТИЗИРОВАННЫХ СИСТЕМ СОПРЯЖЕННОГО ГЕОМОНИТОРИНГА ДЛЯ РЕГИОНОВ РАЗРАБОТКИ МЕСТОРОЖДЕНИЙ ПОЛЕЗНЫХ ИСКОПАЕМЫХ БЕЛАРУСИ,"Журавков М.А., Коновалов О.Л.",2009,https://elibrary.ru/item.asp?id=21056026
РАЗРАБОТКА ГЕОИНФОРМАЦИОННОЙ СИСТЕМЫ ПРОГНОЗИРОВАНИЯ ДИНАМИЧЕСКИХ ПРОЯВЛЕНИЙ В УГЛЕВМЕЩАЮЩЕМ МАССИВЕ ПРИ ПОДЗЕМНОЙ РАЗРАБОТКЕ УГОЛЬНЫХ МЕСТОРОЖДЕНИЙ,Журавлев Е.И.,2016,https://elibrary.ru/item.asp?id=54441983
РАЗРАБОТКА МЕТОДА ОЦЕНКИ УСТОЙЧИВОСТИ ПОДЗЕМНЫХ ГОРНЫХ ВЫРАБОТОК В ПРИБОРТОВОМ МАССИВЕ КАРЬЕРА ПРИ КОМБИНИРОВАННОЙ РАЗРАБОТКЕ РУДНЫХ МЕСТОРОЖДЕНИЙ,Мальский К.С.,2013,https://elibrary.ru/item.asp?id=22353931
РАЗРАБОТКА МЕТОДА ОПРЕДЕЛЕНИЯ ЗОН ПОТЕНЦИАЛЬНОЙ АВАРИЙНОСТИ ПРИ РАЗРАБОТКЕ НЕФТЕГАЗОВЫХ МЕСТОРОЖДЕНИЙ ПО РЕЗУЛЬТАТАМ ГЕОДИНАМИЧЕСКОГО МОНИТОРИНГА ЗЕМНОЙ ПОВЕРХНОСТИ,Кузьмин Д.К.,2024,https://elibrary.ru/item.asp?id=80255199
"РАЗРАБОТКА КОНКУРЕНТНОЙ СТРАТЕГИИ ООО ""УФИМСКИЙ НТЦ"" НА РЫНКЕ УСЛУГ ПО РАЗРАБОТКЕ И ЭКСПЛУАТАЦИИ НЕФТЕГАЗОВЫХ МЕСТОРОЖДЕНИЙ","Бухарбаева Л.Я., Кудратова Э.Р.",2017,https://elibrary.ru/item.asp?id=32404476
РАЗРАБОТКА ТЕХНИЧЕСКИХ СРЕДСТВ ДЛЯ ЭКСПЛУАТАЦИИ И РЕМОНТА СКВАЖИН НА ПОЗДНЕЙ СТАДИИ РАЗРАБОТКИ МЕСТОРОЖДЕНИЙ СЕВЕРА ТЮМЕНСКОЙ ОБЛАСТИ,"Кустышев А.В., Безносиков А.Ф., Чижова Т.И., Шестакова И.А.",1998,https://elibrary.ru/item.asp?id=21645265
"ПРИНЦИПЫ РАЗРАБОТКИ СИСТЕМЫ МОНИТОРИНГА И АДАПТИВНОГО УПРАВЛЕНИЯ РАЗРАБОТКОЙ ""ИНТЕЛЛЕКТУАЛЬНОГО"" МЕСТОРОЖДЕНИЯ",Ладенко А.А.,2020,https://elibrary.ru/item.asp?id=43810408
"КОМПЛЕКСНЫЙ АНАЛИЗ РАЗРАБОТКИ И ЭКСПЛУАТАЦИИ, ОБОСНОВАНИЕ РЕШЕНИЙ ПО СОВЕРШЕНСТВОВАНИЮ ТЕХНОЛОГИИ РАЗРАБОТКИ ОБЪЕКТОВ БВ5-БВ6 ЛОКОСОВСКОГО МЕСТОРОЖДЕНИЯ",Лопатко А.А.,2014,https://elibrary.ru/item.asp?id=23129340
ИССЛЕДОВАНИЕ ОСОБЕННОСТЕЙ ФОРМИРОВАНИЯ ВОДОНЕФТЯНЫХ ЭМУЛЬСИЙ НА ПОЗДНЕЙ СТАДИИ РАЗРАБОТКИ НЕФТЯНЫХ МЕСТОРОЖДЕНИЙ И РАЗРАБОТКА ТЕХНОЛОГИЙ ИХ РАЗДЕЛЕНИЯ,Губайдулин Ф.Р.,2004,https://elibrary.ru/item.asp?id=39138013
РАЗРАБОТКА МЕТОДОВ И СРЕДСТВ ИНТЕНСИФИКАЦИИ ЦИКЛИЧНО-ПОТОЧНОЙ ТЕХНОЛОГИИ ОТКРЫТОЙ РАЗРАБОТКИ СЛОЖНО-СТРУКТУРНЫХ МЕСТОРОЖДЕНИЙ,Коломников С.С.,2005,https://elibrary.ru/item.asp?id=16067819
РАЗРАБОТКА И НАУЧНОЕ ОБОСНОВАНИЕ ЭНЕРГОСБЕРЕГАЮЩИХ ТЕХНОЛОГИЙ ВЗРЫВНЫХ РАБОТ НА ОТКРЫТЫХ РАЗРАБОТКАХ УГОЛЬНЫХ МЕСТОРОЖДЕНИЙ,Жариков И.Ф.,2001,https://elibrary.ru/item.asp?id=19165566
"РАЗРАБОТКА ТЕХНОЛОГИЙ, ПОВЫШАЮЩИХ ЭФФЕКТИВНОСТЬ РАЗРАБОТКИ НЕФТЯНЫХ МЕСТОРОЖДЕНИЙ ГОРИЗОНТАЛЬНО - НАПРАВЛЕННЫМИ СКВАЖИНАМИ",Колесник Е.В.,2009,https://elibrary.ru/item.asp?id=15952636
